"dataset_name","technique","noise_level","threshold","critical_percentage","kappa_at_critical"
"pc4","PART",20,0.1,20,0.07
"phoneme","PART",20,0.1,100,0.09
"qsar-biodeg","PART",20,0.1,60,0.09
"tic-tac-toe","PART",20,0.1,90,0.09
"vowel","PART",20,0.1,90,0.1
"waveform-5000","PART",20,0.1,100,0.03
"wdbc","PART",20,0.1,100,0.01
"wilt","PART",20,0.1,10,0.09
"analcatdata_authorship","rbfDDA",20,0.1,100,0.02
"badges2","rbfDDA",20,0.1,90,0.1
"banknote","rbfDDA",20,0.1,100,0.04
"blood-transfusion-service-center","rbfDDA",20,0.1,10,0.09
"breast-w","rbfDDA",20,0.1,100,0
"cardiotocography","rbfDDA",20,0.1,10,0.06
"climate-model-simulation-crashes","rbfDDA",20,0.1,100,0
"cmc","rbfDDA",20,0.1,40,0.09
"credit-g","rbfDDA",20,0.1,10,0.09
"diabetes","rbfDDA",20,0.1,70,0.1
"eucalyptus","rbfDDA",20,0.1,10,0.06
"iris","rbfDDA",20,0.1,50,0.1
"kc1","rbfDDA",20,0.1,0,0
"liver-disorders","rbfDDA",20,0.1,30,0.1
"mfeat-factors","rbfDDA",20,0.1,100,0.01
"mfeat-karhunen","rbfDDA",20,0.1,100,0.01
"mfeat-zernike","rbfDDA",20,0.1,100,0.01
"ozone-level-8hr","rbfDDA",20,0.1,10,0
"pc4","rbfDDA",20,0.1,0,0
"phoneme","rbfDDA",20,0.1,100,0.08
"qsar-biodeg","rbfDDA",20,0.1,70,0.08
"tic-tac-toe","rbfDDA",20,0.1,100,0.1
"vowel","rbfDDA",20,0.1,0,0
"waveform-5000","rbfDDA",20,0.1,100,0.09
"wdbc","rbfDDA",20,0.1,30,0.09
"wilt","rbfDDA",20,0.1,100,0
"analcatdata_authorship","rda",20,0.1,100,0.01
"badges2","rda",20,0.1,100,0.07
"banknote","rda",20,0.1,100,0.02
"blood-transfusion-service-center","rda",20,0.1,90,0.1
"breast-w","rda",20,0.1,100,0
"cardiotocography","rda",20,0.1,30,0.1
"climate-model-simulation-crashes","rda",20,0.1,90,0.08
"cmc","rda",20,0.1,100,0.1
"credit-g","rda",20,0.1,100,0
"diabetes","rda",20,0.1,100,0.07
"eucalyptus","rda",20,0.1,100,0
"iris","rda",20,0.1,100,0.04
"kc1","rda",20,0.1,0,0
"liver-disorders","rda",20,0.1,60,0.1
"mfeat-factors","rda",20,0.1,100,0
"mfeat-karhunen","rda",20,0.1,100,0
"mfeat-zernike","rda",20,0.1,10,0.07
"ozone-level-8hr","rda",20,0.1,0,0
"pc4","rda",20,0.1,100,0
"phoneme","rda",20,0.1,100,0.1
"qsar-biodeg","rda",20,0.1,100,0.09
"tic-tac-toe","rda",20,0.1,60,0.1
"vowel","rda",20,0.1,100,0.08
"waveform-5000","rda",20,0.1,100,0.03
"wdbc","rda",20,0.1,10,0.06
"wilt","rda",20,0.1,20,0.09
"analcatdata_authorship","rf",20,0.1,100,0
"badges2","rf",20,0.1,60,0.09
"banknote","rf",20,0.1,100,0.02
"blood-transfusion-service-center","rf",20,0.1,40,0.1
"breast-w","rf",20,0.1,100,0.01
"cardiotocography","rf",20,0.1,100,0
"climate-model-simulation-crashes","rf",20,0.1,80,0.08
"cmc","rf",20,0.1,70,0.1
"credit-g","rf",20,0.1,100,0.1
"diabetes","rf",20,0.1,100,0.09
"eucalyptus","rf",20,0.1,100,0.08
"iris","rf",20,0.1,100,0.08
"kc1","rf",20,0.1,100,0.03
"liver-disorders","rf",20,0.1,80,0.1
"mfeat-factors","rf",20,0.1,100,0
"mfeat-karhunen","rf",20,0.1,100,0
"mfeat-zernike","rf",20,0.1,100,0.01
"ozone-level-8hr","rf",20,0.1,100,0.1
"pc4","rf",20,0.1,80,0.09
"phoneme","rf",20,0.1,80,0.1
"qsar-biodeg","rf",20,0.1,100,0.07
"tic-tac-toe","rf",20,0.1,100,0.1
"vowel","rf",20,0.1,100,0.05
"waveform-5000","rf",20,0.1,100,0.04
"wdbc","rf",20,0.1,100,0
"wilt","rf",20,0.1,10,0.07
"analcatdata_authorship","rpart",20,0.1,100,0.05
"badges2","rpart",20,0.1,60,0.1
"banknote","rpart",20,0.1,100,0.09
"blood-transfusion-service-center","rpart",20,0.1,90,0.1
"breast-w","rpart",20,0.1,100,0.03
"cardiotocography","rpart",20,0.1,100,0
"climate-model-simulation-crashes","rpart",20,0.1,100,0
"cmc","rpart",20,0.1,100,0.08
"credit-g","rpart",20,0.1,100,0.08
"diabetes","rpart",20,0.1,80,0.1
"eucalyptus","rpart",20,0.1,100,0.09
"iris","rpart",20,0.1,100,0.04
"kc1","rpart",20,0.1,100,0.03
"liver-disorders","rpart",20,0.1,20,0.08
"mfeat-factors","rpart",20,0.1,100,0.03
"mfeat-karhunen","rpart",20,0.1,100,0.05
"mfeat-zernike","rpart",20,0.1,100,0.03
"ozone-level-8hr","rpart",20,0.1,100,0
"pc4","rpart",20,0.1,100,0.08
"phoneme","rpart",20,0.1,60,0.09
"qsar-biodeg","rpart",20,0.1,40,0.09
"tic-tac-toe","rpart",20,0.1,80,0.1
"vowel","rpart",20,0.1,70,0.1
"waveform-5000","rpart",20,0.1,100,0.09
"wdbc","rpart",20,0.1,100,0.03
"wilt","rpart",20,0.1,10,0.08
"analcatdata_authorship","simpls",20,0.1,100,0.01
"badges2","simpls",20,0.1,50,0.09
"banknote","simpls",20,0.1,100,0.02
"blood-transfusion-service-center","simpls",20,0.1,100,0.07
"breast-w","simpls",20,0.1,100,0.01
"cardiotocography","simpls",20,0.1,50,0.1
"climate-model-simulation-crashes","simpls",20,0.1,50,0
"cmc","simpls",20,0.1,60,0.1
"credit-g","simpls",20,0.1,100,0.03
"diabetes","simpls",20,0.1,100,0.07
"eucalyptus","simpls",20,0.1,100,0
"iris","simpls",20,0.1,100,0.01
"kc1","simpls",20,0.1,100,0.02
"liver-disorders","simpls",20,0.1,30,0.08
"mfeat-factors","simpls",20,0.1,100,0
"mfeat-karhunen","simpls",20,0.1,100,0.05
"mfeat-zernike","simpls",20,0.1,100,0.01
"ozone-level-8hr","simpls",20,0.1,100,0
"pc4","simpls",20,0.1,100,0
"phoneme","simpls",20,0.1,100,0.06
"qsar-biodeg","simpls",20,0.1,100,0.08
"tic-tac-toe","simpls",20,0.1,80,0.1
"vowel","simpls",20,0.1,100,0.1
"waveform-5000","simpls",20,0.1,100,0.03
"wdbc","simpls",20,0.1,100,0.07
"wilt","simpls",20,0.1,100,0
"analcatdata_authorship","svmLinear",20,0.1,100,0
"badges2","svmLinear",20,0.1,50,0.09
"banknote","svmLinear",20,0.1,100,0.02
"blood-transfusion-service-center","svmLinear",20,0.1,100,0
"breast-w","svmLinear",20,0.1,100,0.01
"cardiotocography","svmLinear",20,0.1,100,0
"climate-model-simulation-crashes","svmLinear",20,0.1,90,0.08
"cmc","svmLinear",20,0.1,80,0.1
"credit-g","svmLinear",20,0.1,100,0.06
"diabetes","svmLinear",20,0.1,100,0.08
"eucalyptus","svmLinear",20,0.1,100,0.06
"iris","svmLinear",20,0.1,100,0.04
"kc1","svmLinear",20,0.1,90,0.1
"liver-disorders","svmLinear",20,0.1,40,0.09
"mfeat-factors","svmLinear",20,0.1,100,0
"mfeat-karhunen","svmLinear",20,0.1,100,0
"mfeat-zernike","svmLinear",20,0.1,100,0.01
"ozone-level-8hr","svmLinear",20,0.1,50,0.08
"pc4","svmLinear",20,0.1,100,0.07
"phoneme","svmLinear",20,0.1,100,0.06
"qsar-biodeg","svmLinear",20,0.1,100,0.07
"tic-tac-toe","svmLinear",20,0.1,70,0.09
"vowel","svmLinear",20,0.1,50,0.08
"waveform-5000","svmLinear",20,0.1,100,0.04
"wdbc","svmLinear",20,0.1,100,0.02
"wilt","svmLinear",20,0.1,0,0
"analcatdata_authorship","svmRadial",20,0.1,100,0
"badges2","svmRadial",20,0.1,40,0.08
"banknote","svmRadial",20,0.1,100,0
"blood-transfusion-service-center","svmRadial",20,0.1,100,0.08
"breast-w","svmRadial",20,0.1,100,0.01
"cardiotocography","svmRadial",20,0.1,100,0
"climate-model-simulation-crashes","svmRadial",20,0.1,100,0
"cmc","svmRadial",20,0.1,80,0.09
"credit-g","svmRadial",20,0.1,10,0.08
"diabetes","svmRadial",20,0.1,100,0.07
"eucalyptus","svmRadial",20,0.1,100,0.05
"iris","svmRadial",20,0.1,100,0.04
"kc1","svmRadial",20,0.1,100,0
"liver-disorders","svmRadial",20,0.1,60,0.08
"mfeat-factors","svmRadial",20,0.1,100,0
"mfeat-karhunen","svmRadial",20,0.1,100,0
"mfeat-zernike","svmRadial",20,0.1,100,0
"ozone-level-8hr","svmRadial",20,0.1,100,0
"pc4","svmRadial",20,0.1,100,0.05
"phoneme","svmRadial",20,0.1,100,0.06
"qsar-biodeg","svmRadial",20,0.1,100,0.01
"tic-tac-toe","svmRadial",20,0.1,70,0.09
"vowel","svmRadial",20,0.1,100,0.04
"waveform-5000","svmRadial",20,0.1,100,0.02
"wdbc","svmRadial",20,0.1,100,0.01
"wilt","svmRadial",20,0.1,10,0.05
"analcatdata_authorship","rfRules",20,0.1,100,0.02
"badges2","rfRules",20,0.1,50,0.08
"banknote","rfRules",20,0.1,100,0.04
"blood-transfusion-service-center","rfRules",20,0.1,100,0.1
"breast-w","rfRules",20,0.1,100,0
"cardiotocography","rfRules",20,0.1,100,0
"climate-model-simulation-crashes","rfRules",20,0.1,100,0.08
"cmc","rfRules",20,0.1,70,0.09
"credit-g","rfRules",20,0.1,100,0.09
"diabetes","rfRules",20,0.1,100,0.1
"eucalyptus","rfRules",20,0.1,100,0.06
"iris","rfRules",20,0.1,100,0.02
"kc1","rfRules",20,0.1,100,0.03
"liver-disorders","rfRules",20,0.1,80,0.1
"mfeat-factors","rfRules",20,0.1,100,0.01
"mfeat-karhunen","rfRules",20,0.1,100,0.05
"mfeat-zernike","rfRules",20,0.1,100,0.02
"ozone-level-8hr","rfRules",20,0.1,100,0
"pc4","rfRules",20,0.1,100,0.07
"phoneme","rfRules",20,0.1,100,0.09
"qsar-biodeg","rfRules",20,0.1,100,0.03
"tic-tac-toe","rfRules",20,0.1,90,0.1
"vowel","rfRules",20,0.1,50,0.1
"waveform-5000","rfRules",20,0.1,100,0.07
"wdbc","rfRules",20,0.1,100,0.01
"wilt","rfRules",20,0.1,30,0.1
"analcatdata_authorship","knn",20,0.1,100,0
"badges2","knn",20,0.1,70,0.1
"banknote","knn",20,0.1,100,0
"blood-transfusion-service-center","knn",20,0.1,50,0.1
"breast-w","knn",20,0.1,100,0
"cardiotocography","knn",20,0.1,100,0
"climate-model-simulation-crashes","knn",20,0.1,100,0.06
"cmc","knn",20,0.1,100,0.1
"credit-g","knn",20,0.1,100,0.05
"diabetes","knn",20,0.1,100,0.05
"eucalyptus","knn",20,0.1,100,0.1
"iris","knn",20,0.1,100,0.04
"kc1","knn",20,0.1,100,0.1
"liver-disorders","knn",20,0.1,70,0.1
"mfeat-factors","knn",20,0.1,100,0.01
"mfeat-karhunen","knn",20,0.1,100,0.01
"mfeat-zernike","knn",20,0.1,100,0
"ozone-level-8hr","knn",20,0.1,100,0.04
"pc4","knn",20,0.1,100,0.07
"phoneme","knn",20,0.1,100,0.08
"qsar-biodeg","knn",20,0.1,100,0
"tic-tac-toe","knn",20,0.1,100,0.08
"vowel","knn",20,0.1,100,0
"waveform-5000","knn",20,0.1,100,0.03
"wdbc","knn",20,0.1,100,0
"wilt","knn",20,0.1,20,0.09
"analcatdata_authorship","bayesglm",20,0.1,100,0.01
"badges2","bayesglm",20,0.1,70,0.1
"banknote","bayesglm",20,0.1,100,0.04
"blood-transfusion-service-center","bayesglm",20,0.1,100,0.09
"breast-w","bayesglm",20,0.1,100,0
"cardiotocography","bayesglm",20,0.1,100,0
"climate-model-simulation-crashes","bayesglm",20,0.1,70,0.1
"cmc","bayesglm",20,0.1,100,0.1
"credit-g","bayesglm",20,0.1,100,0.08
"diabetes","bayesglm",20,0.1,100,0.07
"eucalyptus","bayesglm",20,0.1,100,0.07
"iris","bayesglm",20,0.1,100,0
"kc1","bayesglm",20,0.1,80,0.1
"liver-disorders","bayesglm",20,0.1,40,0.09
"mfeat-factors","bayesglm",20,0.1,100,0
"mfeat-karhunen","bayesglm",20,0.1,100,0.02
"mfeat-zernike","bayesglm",20,0.1,100,0.01
"ozone-level-8hr","bayesglm",20,0.1,50,0.09
"pc4","bayesglm",20,0.1,40,0.1
"phoneme","bayesglm",20,0.1,100,0.06
"qsar-biodeg","bayesglm",20,0.1,100,0.06
"tic-tac-toe","bayesglm",20,0.1,70,0.1
"vowel","bayesglm",20,0.1,40,0.09
"waveform-5000","bayesglm",20,0.1,100,0.04
"wdbc","bayesglm",20,0.1,100,0.02
"wilt","bayesglm",20,0.1,0,0
"analcatdata_authorship","C5.0",30,0.1,100,0.01
"badges2","C5.0",30,0.1,40,0.09
"banknote","C5.0",30,0.1,100,0.03
"blood-transfusion-service-center","C5.0",30,0.1,30,0.1
"breast-w","C5.0",30,0.1,100,0
"cardiotocography","C5.0",30,0.1,20,0.09
"climate-model-simulation-crashes","C5.0",30,0.1,100,0.05
"cmc","C5.0",30,0.1,50,0.1
"credit-g","C5.0",30,0.1,60,0.1
"diabetes","C5.0",30,0.1,90,0.1
"eucalyptus","C5.0",30,0.1,100,0.08
"iris","C5.0",30,0.1,70,0.1
"kc1","C5.0",30,0.1,60,0.1
"liver-disorders","C5.0",30,0.1,20,0.07
"mfeat-factors","C5.0",30,0.1,100,0
"mfeat-karhunen","C5.0",30,0.1,100,0.03
"mfeat-zernike","C5.0",30,0.1,100,0.02
"ozone-level-8hr","C5.0",30,0.1,100,0.05
"pc4","C5.0",30,0.1,60,0.1
"phoneme","C5.0",30,0.1,60,0.1
"qsar-biodeg","C5.0",30,0.1,100,0.1
"tic-tac-toe","C5.0",30,0.1,80,0.1
"vowel","C5.0",30,0.1,70,0.09
"waveform-5000","C5.0",30,0.1,100,0.07
"wdbc","C5.0",30,0.1,100,0.03
"wilt","C5.0",30,0.1,0,0
"analcatdata_authorship","ctree",30,0.1,100,0.03
"badges2","ctree",30,0.1,30,0.09
"banknote","ctree",30,0.1,80,0.1
"blood-transfusion-service-center","ctree",30,0.1,100,0.03
"breast-w","ctree",30,0.1,100,0.06
"cardiotocography","ctree",30,0.1,30,0.07
"climate-model-simulation-crashes","ctree",30,0.1,100,0.1
"cmc","ctree",30,0.1,60,0.1
"credit-g","ctree",30,0.1,80,0.1
"diabetes","ctree",30,0.1,70,0.1
"eucalyptus","ctree",30,0.1,100,0.1
"iris","ctree",30,0.1,50,0.1
"kc1","ctree",30,0.1,100,0.06
"liver-disorders","ctree",30,0.1,50,0.09
"mfeat-factors","ctree",30,0.1,100,0.05
"mfeat-karhunen","ctree",30,0.1,100,0.1
"mfeat-zernike","ctree",30,0.1,100,0.03
"ozone-level-8hr","ctree",30,0.1,60,0.09
"pc4","ctree",30,0.1,80,0.09
"phoneme","ctree",30,0.1,60,0.1
"qsar-biodeg","ctree",30,0.1,100,0.1
"tic-tac-toe","ctree",30,0.1,60,0.1
"vowel","ctree",30,0.1,40,0.07
"waveform-5000","ctree",30,0.1,100,0.07
"wdbc","ctree",30,0.1,100,0.07
"wilt","ctree",30,0.1,0,0
"analcatdata_authorship","fda",30,0.1,100,0.02
"badges2","fda",30,0.1,30,0.07
"banknote","fda",30,0.1,100,0.03
"blood-transfusion-service-center","fda",30,0.1,30,0.09
"breast-w","fda",30,0.1,100,0.01
"cardiotocography","fda",30,0.1,100,0.08
"climate-model-simulation-crashes","fda",30,0.1,60,0.05
"cmc","fda",30,0.1,30,0.09
"credit-g","fda",30,0.1,70,0.1
"diabetes","fda",30,0.1,100,0.1
"eucalyptus","fda",30,0.1,30,0.1
"iris","fda",30,0.1,100,0.1
"kc1","fda",30,0.1,30,0.08
"liver-disorders","fda",30,0.1,30,0.1
"mfeat-factors","fda",30,0.1,100,0.04
"mfeat-karhunen","fda",30,0.1,100,0.06
"mfeat-zernike","fda",30,0.1,100,0.05
"ozone-level-8hr","fda",30,0.1,50,0.09
"pc4","fda",30,0.1,50,0.1
"phoneme","fda",30,0.1,70,0.1
"qsar-biodeg","fda",30,0.1,100,0.09
"tic-tac-toe","fda",30,0.1,40,0.1
"vowel","fda",30,0.1,50,0.1
"waveform-5000","fda",30,0.1,100,0.07
"wdbc","fda",30,0.1,40,0.1
"wilt","fda",30,0.1,0,0
"analcatdata_authorship","gbm",30,0.1,100,0.02
"badges2","gbm",30,0.1,30,0.07
"banknote","gbm",30,0.1,100,0.03
"blood-transfusion-service-center","gbm",30,0.1,60,0.1
"breast-w","gbm",30,0.1,100,0.02
"cardiotocography","gbm",30,0.1,100,0
"climate-model-simulation-crashes","gbm",30,0.1,100,0.08
"cmc","gbm",30,0.1,40,0.08
"credit-g","gbm",30,0.1,100,0.1
"diabetes","gbm",30,0.1,90,0.1
"eucalyptus","gbm",30,0.1,60,0.1
"iris","gbm",30,0.1,50,0.07
"kc1","gbm",30,0.1,100,0.02
"liver-disorders","gbm",30,0.1,30,0.08
"mfeat-factors","gbm",30,0.1,100,0
"mfeat-karhunen","gbm",30,0.1,100,0.02
"mfeat-zernike","gbm",30,0.1,100,0.01
"ozone-level-8hr","gbm",30,0.1,100,0.09
"pc4","gbm",30,0.1,60,0.1
"phoneme","gbm",30,0.1,60,0.1
"qsar-biodeg","gbm",30,0.1,90,0.1
"tic-tac-toe","gbm",30,0.1,70,0.1
"vowel","gbm",30,0.1,80,0.09
"waveform-5000","gbm",30,0.1,100,0.06
"wdbc","gbm",30,0.1,100,0
"wilt","gbm",30,0.1,0,0
"analcatdata_authorship","gcvEarth",30,0.1,100,0.01
"badges2","gcvEarth",30,0.1,50,0.1
"banknote","gcvEarth",30,0.1,100,0.02
"blood-transfusion-service-center","gcvEarth",30,0.1,30,0.06
"breast-w","gcvEarth",30,0.1,100,0.01
"cardiotocography","gcvEarth",30,0.1,100,0
"climate-model-simulation-crashes","gcvEarth",30,0.1,100,0.09
"cmc","gcvEarth",30,0.1,40,0.1
"credit-g","gcvEarth",30,0.1,70,0.09
"diabetes","gcvEarth",30,0.1,100,0.1
"eucalyptus","gcvEarth",30,0.1,30,0.08
"iris","gcvEarth",30,0.1,70,0.07
"kc1","gcvEarth",30,0.1,10,0.07
"liver-disorders","gcvEarth",30,0.1,40,0.1
"mfeat-factors","gcvEarth",30,0.1,100,0.03
"mfeat-karhunen","gcvEarth",30,0.1,100,0.05
"mfeat-zernike","gcvEarth",30,0.1,100,0.04
"ozone-level-8hr","gcvEarth",30,0.1,40,0.08
"pc4","gcvEarth",30,0.1,30,0.1
"phoneme","gcvEarth",30,0.1,60,0.1
"qsar-biodeg","gcvEarth",30,0.1,100,0.1
"tic-tac-toe","gcvEarth",30,0.1,50,0.09
"vowel","gcvEarth",30,0.1,80,0.09
"waveform-5000","gcvEarth",30,0.1,100,0.06
"wdbc","gcvEarth",30,0.1,40,0.09
"wilt","gcvEarth",30,0.1,0,0
"analcatdata_authorship","JRip",30,0.1,100,0.02
"badges2","JRip",30,0.1,30,0.1
"banknote","JRip",30,0.1,100,0.09
"blood-transfusion-service-center","JRip",30,0.1,60,0.09
"breast-w","JRip",30,0.1,100,0.02
"cardiotocography","JRip",30,0.1,100,0.09
"climate-model-simulation-crashes","JRip",30,0.1,100,0.06
"cmc","JRip",30,0.1,60,0.09
"credit-g","JRip",30,0.1,80,0.1
"diabetes","JRip",30,0.1,70,0.1
"eucalyptus","JRip",30,0.1,90,0.1
"iris","JRip",30,0.1,60,0.1
"kc1","JRip",30,0.1,100,0.05
"liver-disorders","JRip",30,0.1,40,0.1
"mfeat-factors","JRip",30,0.1,100,0.02
"mfeat-karhunen","JRip",30,0.1,100,0.04
"mfeat-zernike","JRip",30,0.1,100,0.03
"ozone-level-8hr","JRip",30,0.1,100,0.1
"pc4","JRip",30,0.1,40,0.08
"phoneme","JRip",30,0.1,60,0.1
"qsar-biodeg","JRip",30,0.1,40,0.09
"tic-tac-toe","JRip",30,0.1,80,0.1
"vowel","JRip",30,0.1,50,0.1
"waveform-5000","JRip",30,0.1,100,0.09
"wdbc","JRip",30,0.1,100,0.03
"wilt","JRip",30,0.1,0,0
"analcatdata_authorship","lvq",30,0.1,100,0.01
"badges2","lvq",30,0.1,60,0.09
"banknote","lvq",30,0.1,100,0.08
"blood-transfusion-service-center","lvq",30,0.1,100,0
"breast-w","lvq",30,0.1,100,0.02
"cardiotocography","lvq",30,0.1,10,0.07
"climate-model-simulation-crashes","lvq",30,0.1,100,0
"cmc","lvq",30,0.1,70,0.1
"credit-g","lvq",30,0.1,20,0.08
"diabetes","lvq",30,0.1,60,0.1
"eucalyptus","lvq",30,0.1,100,0.07
"iris","lvq",30,0.1,100,0.1
"kc1","lvq",30,0.1,70,0.09
"liver-disorders","lvq",30,0.1,40,0.1
"mfeat-factors","lvq",30,0.1,100,0
"mfeat-karhunen","lvq",30,0.1,100,0.01
"mfeat-zernike","lvq",30,0.1,100,0
"ozone-level-8hr","lvq",30,0.1,40,0.09
"pc4","lvq",30,0.1,10,0.05
"phoneme","lvq",30,0.1,100,0.02
"qsar-biodeg","lvq",30,0.1,90,0.1
"tic-tac-toe","lvq",30,0.1,80,0.1
"vowel","lvq",30,0.1,100,0.06
"waveform-5000","lvq",30,0.1,100,0.04
"wdbc","lvq",30,0.1,50,0.1
"wilt","lvq",30,0.1,100,0
"analcatdata_authorship","mlpML",30,0.1,100,0
"badges2","mlpML",30,0.1,30,0.1
"banknote","mlpML",30,0.1,100,0.03
"blood-transfusion-service-center","mlpML",30,0.1,100,0
"breast-w","mlpML",30,0.1,100,0.03
"cardiotocography","mlpML",30,0.1,100,0
"climate-model-simulation-crashes","mlpML",30,0.1,100,0.09
"cmc","mlpML",30,0.1,100,0
"credit-g","mlpML",30,0.1,100,0
"diabetes","mlpML",30,0.1,100,0
"eucalyptus","mlpML",30,0.1,100,0
"iris","mlpML",30,0.1,60,0.09
"kc1","mlpML",30,0.1,100,0
"liver-disorders","mlpML",30,0.1,100,0
"mfeat-factors","mlpML",30,0.1,100,0
"mfeat-karhunen","mlpML",30,0.1,100,0.04
"mfeat-zernike","mlpML",30,0.1,100,0
"ozone-level-8hr","mlpML",30,0.1,100,0
"pc4","mlpML",30,0.1,100,0
"phoneme","mlpML",30,0.1,50,0.08
"qsar-biodeg","mlpML",30,0.1,100,0
"tic-tac-toe","mlpML",30,0.1,50,0.1
"vowel","mlpML",30,0.1,90,0.09
"waveform-5000","mlpML",30,0.1,100,0.04
"wdbc","mlpML",30,0.1,100,0
"wilt","mlpML",30,0.1,100,0
"analcatdata_authorship","multinom",30,0.1,100,0.01
"badges2","multinom",30,0.1,50,0.1
"banknote","multinom",30,0.1,100,0.07
"blood-transfusion-service-center","multinom",30,0.1,60,0.1
"breast-w","multinom",30,0.1,100,0.02
"cardiotocography","multinom",30,0.1,100,0.01
"climate-model-simulation-crashes","multinom",30,0.1,100,0.09
"cmc","multinom",30,0.1,70,0.1
"credit-g","multinom",30,0.1,90,0.09
"diabetes","multinom",30,0.1,90,0.09
"eucalyptus","multinom",30,0.1,80,0.09
"iris","multinom",30,0.1,60,0.1
"kc1","multinom",30,0.1,0,0
"liver-disorders","multinom",30,0.1,40,0.1
"mfeat-factors","multinom",30,0.1,100,0.09
"mfeat-karhunen","multinom",30,0.1,100,0.04
"mfeat-zernike","multinom",30,0.1,0,0
"ozone-level-8hr","multinom",30,0.1,20,0.08
"pc4","multinom",30,0.1,0,0
"phoneme","multinom",30,0.1,100,0.09
"qsar-biodeg","multinom",30,0.1,100,0.09
"tic-tac-toe","multinom",30,0.1,50,0.08
"vowel","multinom",30,0.1,50,0.1
"waveform-5000","multinom",30,0.1,100,0.07
"wdbc","multinom",30,0.1,100,0.08
"wilt","multinom",30,0.1,0,0
"analcatdata_authorship","naive_bayes",30,0.1,100,0.01
"badges2","naive_bayes",30,0.1,30,0.07
"banknote","naive_bayes",30,0.1,90,0.09
"blood-transfusion-service-center","naive_bayes",30,0.1,100,0.07
"breast-w","naive_bayes",30,0.1,100,0.01
"cardiotocography","naive_bayes",30,0.1,50,0.1
"climate-model-simulation-crashes","naive_bayes",30,0.1,100,0.1
"cmc","naive_bayes",30,0.1,30,0.09
"credit-g","naive_bayes",30,0.1,100,0
"diabetes","naive_bayes",30,0.1,100,0.08
"eucalyptus","naive_bayes",30,0.1,100,0
"iris","naive_bayes",30,0.1,100,0.07
"kc1","naive_bayes",30,0.1,100,0
"liver-disorders","naive_bayes",30,0.1,30,0.09
"mfeat-factors","naive_bayes",30,0.1,100,0
"mfeat-karhunen","naive_bayes",30,0.1,100,0.01
"mfeat-zernike","naive_bayes",30,0.1,100,0.01
"ozone-level-8hr","naive_bayes",30,0.1,100,0.05
"pc4","naive_bayes",30,0.1,100,0.03
"phoneme","naive_bayes",30,0.1,100,0.1
"qsar-biodeg","naive_bayes",30,0.1,60,0.1
"tic-tac-toe","naive_bayes",30,0.1,60,0.1
"vowel","naive_bayes",30,0.1,100,0.09
"waveform-5000","naive_bayes",30,0.1,100,0.06
"wdbc","naive_bayes",30,0.1,100,0.01
"wilt","naive_bayes",30,0.1,0,0
"analcatdata_authorship","PART",30,0.1,100,0.01
"badges2","PART",30,0.1,30,0.08
"banknote","PART",30,0.1,100,0.07
"blood-transfusion-service-center","PART",30,0.1,40,0.09
"breast-w","PART",30,0.1,100,0.02
"cardiotocography","PART",30,0.1,20,0.07
"climate-model-simulation-crashes","PART",30,0.1,100,0.08
"cmc","PART",30,0.1,50,0.09
"credit-g","PART",30,0.1,90,0.1
"diabetes","PART",30,0.1,80,0.1
"eucalyptus","PART",30,0.1,100,0.06
"iris","PART",30,0.1,60,0.1
"kc1","PART",30,0.1,100,0.04
"liver-disorders","PART",30,0.1,70,0.09
"mfeat-factors","PART",30,0.1,100,0.01
"mfeat-karhunen","PART",30,0.1,100,0.06
"mfeat-zernike","PART",30,0.1,100,0.03
"ozone-level-8hr","PART",30,0.1,100,0.04
"pc4","PART",30,0.1,20,0.06
"phoneme","PART",30,0.1,70,0.09
"qsar-biodeg","PART",30,0.1,70,0.1
"tic-tac-toe","PART",30,0.1,80,0.1
"vowel","PART",30,0.1,100,0.1
"waveform-5000","PART",30,0.1,100,0.03
"wdbc","PART",30,0.1,100,0.03
"wilt","PART",30,0.1,0,0
"analcatdata_authorship","rbfDDA",30,0.1,100,0.04
"badges2","rbfDDA",30,0.1,60,0.1
"banknote","rbfDDA",30,0.1,100,0.07
"blood-transfusion-service-center","rbfDDA",30,0.1,10,0.07
"breast-w","rbfDDA",30,0.1,100,0
"cardiotocography","rbfDDA",30,0.1,10,0.07
"climate-model-simulation-crashes","rbfDDA",30,0.1,100,0
"cmc","rbfDDA",30,0.1,30,0.08
"credit-g","rbfDDA",30,0.1,10,0.09
"diabetes","rbfDDA",30,0.1,60,0.1
"eucalyptus","rbfDDA",30,0.1,10,0.05
"iris","rbfDDA",30,0.1,50,0.1
"kc1","rbfDDA",30,0.1,0,0
"liver-disorders","rbfDDA",30,0.1,20,0.1
"mfeat-factors","rbfDDA",30,0.1,100,0
"mfeat-karhunen","rbfDDA",30,0.1,100,0.02
"mfeat-zernike","rbfDDA",30,0.1,100,0.03
"ozone-level-8hr","rbfDDA",30,0.1,10,0
"pc4","rbfDDA",30,0.1,0,0
"phoneme","rbfDDA",30,0.1,80,0.1
"qsar-biodeg","rbfDDA",30,0.1,40,0.08
"tic-tac-toe","rbfDDA",30,0.1,50,0.1
"vowel","rbfDDA",30,0.1,0,0
"waveform-5000","rbfDDA",30,0.1,80,0.1
"wdbc","rbfDDA",30,0.1,30,0.09
"wilt","rbfDDA",30,0.1,100,0
"analcatdata_authorship","rda",30,0.1,100,0.01
