"LOC_BLANK","BRANCH_COUNT","CALL_PAIRS","LOC_CODE_AND_COMMENT","LOC_COMMENTS","CONDITION_COUNT","CYCLOMATIC_COMPLEXITY","CYCLOMATIC_DENSITY","DECISION_COUNT","DECISION_DENSITY","DESIGN_COMPLEXITY","DESIGN_DENSITY","EDGE_COUNT","ESSENTIAL_COMPLEXITY","ESSENTIAL_DENSITY","LOC_EXECUTABLE","PARAMETER_COUNT","HALSTEAD_CONTENT","HALSTEAD_DIFFICULTY","HALSTEAD_EFFORT","HALSTEAD_ERROR_EST","HALSTEAD_LENGTH","HALSTEAD_LEVEL","HALSTEAD_PROG_TIME","HALSTEAD_VOLUME","MAINTENANCE_SEVERITY","MODIFIED_CONDITION_COUNT","MULTIPLE_CONDITION_COUNT","NODE_COUNT","NORMALIZED_CYLOMATIC_COMPLEXITY","NUM_OPERANDS","NUM_OPERATORS","NUM_UNIQUE_OPERANDS","NUM_UNIQUE_OPERATORS","NUMBER_OF_LINES","PERCENT_COMMENTS","LOC_TOTAL","class","dataset_name","altered_attribute","noise_level"
14,21,3,5,36,36,11,0.15,16,2,5,0.45,40,5,0,68,1,38.68,42.21,68900.96,0.54,285,0.02,3827.83,1874.51,0.45,10,18,31,0.09,102,183,29,24,125,37.61,73,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,9,0,0,0,0,5,0.45,0,0,1,0.2,18,5,1,11,2,9.46,15.3,2213.6,0.05,38,0.07,122.98,235.15,1,0,0,15,0.38,17,21,5,9,13,0,11,"FALSE","pc4","HALSTEAD_VOLUME",0.6
32,37,12,6,21,58,19,0.21,22,2,10,0.53,79,13,0,84,0,50.64,50,126600,0.84,422,0.02,7033.33,1503.19,0.68,18,29,62,0.13,156,266,39,25,145,24.32,90,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,3,1,0,0,4,2,0.22,2,2,1,0.5,6,1,0,9,0,18.21,11.67,2477.96,0.07,50,0.09,137.66,137.57,0.5,1,2,6,0.15,21,29,9,10,13,0,9,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,0.1,0,0,1,1,1,1,0,10,3,16.71,33.75,19031.2,0.19,163,0.03,1057.29,806.88,1,0,0,2,0.07,81,82,6,5,14,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
10,13,2,2,5,22,7,0.47,10,2,3,0.43,22,1,0,13,0,29.5,19.83,11602.5,0.2,117,0.05,644.58,774.46,0.14,6,11,17,0.21,35,82,15,17,34,35,15,"FALSE","pc4","HALSTEAD_VOLUME",0.6
26,34,19,1,6,32,25,0.21,16,2,25,1,74,8,0,116,1,53.9,42.21,96014.07,0.76,354,0.02,5334.11,2907.04,0.32,8,16,51,0.17,123,231,51,35,151,5.69,117,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,1,1,0,0,0,1,0.14,0,0,1,1,2,1,0,7,0,9.86,12,1419.65,0.04,33,0.08,78.87,178.22,1,0,0,3,0.09,12,21,4,8,11,0,7,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,9,0,2,0,10,5,0.5,2,5,1,0.2,11,5,1,8,0,18.06,8.94,1442.7,0.05,38,0.11,80.15,-1322.63,1,4,5,8,0.33,13,25,8,11,15,20,10,"TRUE","pc4","HALSTEAD_VOLUME",0.6
5,1,1,0,0,0,1,0.09,0,0,1,1,2,1,0,11,1,21.27,10,2126.66,0.07,51,0.1,118.15,1217.47,1,0,0,3,0.06,16,35,8,10,18,0,11,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,-960.92,1,0,0,2,1,0,1,0,1,1,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
14,5,0,3,2,8,3,0.04,4,2,1,0.33,10,1,0,64,0,44.68,37.34,62299.43,0.56,340,0.03,3461.08,2365.14,0.33,2,4,9,0.04,129,211,19,11,85,7.25,67,"TRUE","pc4","HALSTEAD_VOLUME",0.6
6,5,1,0,2,6,3,0.14,2,3,1,0.33,9,3,1,22,1,30.36,13,5130.52,0.13,83,0.08,285.03,1081.02,1,2,3,8,0.09,28,55,14,13,32,8.33,22,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,3,4,4,2,4,2,0.11,2,2,2,1,11,1,0,14,0,34,8.25,2314.44,0.09,59,0.12,128.58,-412.31,0.5,1,2,11,0.07,24,35,16,11,27,30,18,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,1,0,0,0,2,0.5,0,0,1,0.5,6,1,0,4,0,16.07,4.5,325.53,0.02,19,0.22,18.08,-2092.86,0.5,0,0,6,0.18,5,14,5,9,11,0,4,"FALSE","pc4","HALSTEAD_VOLUME",0.6
17,13,2,5,8,22,7,0.23,10,2,3,0.43,26,6,0,25,0,19.62,44.8,39374.15,0.29,170,0.02,2187.45,444.16,0.86,6,11,21,0.12,64,106,15,21,57,34.21,30,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,9,0,0,0,0,5,0.5,0,0,1,0.2,18,4,0,10,2,7.1,19.25,2632.27,0.05,35,0.05,146.24,-385.37,0.8,0,0,15,0.36,14,21,4,11,14,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,15,5,0,3,0,8,0.21,0,0,8,1,42,1,0,39,3,35.89,25.54,23410.95,0.31,170,0.04,1300.61,1258.46,0.13,0,0,36,0.17,83,87,26,16,48,7.14,39,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,312.23,1,0,0,2,1,0,2,0,2,1,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,3,1,1,0,4,2,0.2,2,2,1,0.5,6,1,0,9,0,15.16,15,3411.47,0.08,51,0.07,189.53,121.6,0.5,1,2,6,0.13,14,37,7,15,16,10,10,"TRUE","pc4","HALSTEAD_VOLUME",0.6
10,5,5,4,0,8,3,0.08,4,2,3,1,13,1,0,34,0,76.14,13.84,14581.44,0.35,193,0.07,810.08,1440.77,0.33,2,4,12,0.06,66,127,31,13,50,10.53,38,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,3,1,0,0,4,2,0.33,2,2,1,0.5,7,1,0,6,3,9.79,14.3,2002,0.05,35,0.07,111.22,670.4,0.5,1,2,7,0.25,13,22,5,11,8,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
11,7,1,1,11,12,4,0.13,6,2,1,0.25,20,1,0,31,0,51.31,17.5,15713.29,0.3,178,0.06,872.96,362.08,0.25,3,6,18,0.07,70,108,22,11,56,27.91,32,"TRUE","pc4","HALSTEAD_VOLUME",0.6
1,15,0,0,0,28,8,0.36,14,2,1,0.13,34,3,0,22,4,20.24,28.5,16441.15,0.19,120,0.04,913.4,536.76,0.38,7,14,28,0.29,57,63,14,14,28,0,22,"FALSE","pc4","HALSTEAD_VOLUME",0.6
6,10,3,1,4,10,6,0.22,4,2,5,0.83,19,1,0,26,1,21.63,27.75,16653.5,0.2,117,0.04,925.19,313.42,0.17,3,5,15,0.15,37,80,14,21,39,16.12,27,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,3,1,0,0,2,0.25,0,0,2,1,8,1,0,7,0,20.61,6.5,870.87,0.04,31,0.15,48.38,537.05,0.5,0,0,8,0.18,13,18,10,10,11,12.5,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,3,1,0,9,4,2,0.29,2,2,1,0.5,6,1,0,7,3,9.82,11,1188,0.04,27,0.09,66,26.16,0.5,1,2,6,0.11,10,17,5,11,18,56.25,7,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,2,0,0,0,3,0.27,0,0,3,1,12,1,0,11,0,17.11,11.67,2329.28,0.07,47,0.09,129.4,781.18,0.33,0,0,11,0.21,21,26,9,10,14,0,11,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,7,0,1,3,12,4,0.21,6,2,1,0.25,14,1,0,18,0,10.95,15.79,2728.99,0.06,40,0.06,151.61,-445.5,0.25,3,6,12,0.14,17,23,7,13,28,18.18,19,"TRUE","pc4","HALSTEAD_VOLUME",0.6
13,11,3,3,5,20,6,0.21,10,2,3,0.5,27,1,0,25,0,29.42,20.92,12878.64,0.21,121,0.05,715.48,1051.56,0.17,5,10,23,0.13,53,68,19,15,48,24.24,28,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,0,9.83,2,39.3,0.01,7,0.5,2.18,-444.25,1,0,0,3,0.25,3,4,3,4,4,0,2,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,5,0,0,0,0,3,0.6,0,0,1,0.33,7,3,1,5,1,13.11,4.8,301.96,0.02,17,0.21,16.78,342.44,1,0,0,6,0.5,6,11,5,8,6,0,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,23,5,0,1,0,12,0.43,0,0,11,0.92,54,10,0,28,0,23.38,30.33,21507.84,0.24,159,0.03,1194.88,1639.8,0.83,0,0,44,0.3,42,117,9,13,40,3.45,28,"FALSE","pc4","HALSTEAD_VOLUME",0.6
6,3,1,16,3,4,2,0.09,2,2,2,1,7,1,0,7,0,102.56,11,12409.79,0.38,202,0.09,689.43,990.22,0.5,1,2,7,0.06,74,128,37,11,34,73.08,23,"TRUE","pc4","HALSTEAD_VOLUME",0.6
3,37,3,0,0,0,19,0.73,0,0,3,0.16,62,17,0,26,2,25.72,48.63,60821.24,0.42,235,0.02,3378.96,1281.13,0.89,0,0,45,0.61,88,147,19,21,31,0,26,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,13,9,0,2,0,7,0.32,0,0,7,1,32,4,0,22,1,34.83,15.79,8682.88,0.18,111,0.06,482.38,829.87,0.57,0,0,27,0.25,50,61,19,12,28,8.33,22,"FALSE","pc4","HALSTEAD_VOLUME",0.6
24,19,1,2,20,32,10,0.16,14,2,5,0.5,39,6,0,59,0,38.85,47.92,89204.84,0.62,341,0.02,4955.82,2097.14,0.6,9,16,31,0.09,115,226,24,20,107,27.16,61,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,1,0,0,0,3,0.43,0,0,2,0.67,9,3,1,7,1,14.31,7.14,729.9,0.03,25,0.14,40.55,-106.24,1,0,0,8,0.33,10,15,7,10,9,0,7,"FALSE","pc4","HALSTEAD_VOLUME",0.6
22,5,2,0,6,0,4,0.12,0,0,4,1,16,1,0,33,1,31.97,26.1,21778.37,0.28,159,0.04,1209.91,499.23,0.25,0,0,14,0.06,58,101,20,18,63,15.38,33,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,1,9.34,6.67,415.13,0.02,18,0.15,23.06,-253.2,1,0,0,2,0.17,5,13,3,8,6,0,4,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,9,2,0,0,14,5,0.5,6,2,2,0.4,17,5,1,10,0,14.76,15.94,3748.9,0.08,52,0.06,208.27,-42.05,1,4,7,14,0.25,17,35,8,15,20,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,11,4,0,3,0,6,0.25,0,0,4,0.67,22,4,0,24,2,26.34,18.81,9323.4,0.17,101,0.05,517.97,570.9,0.67,0,0,18,0.19,43,58,16,14,32,11.11,24,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,2,0,0,4,2,0.25,2,2,2,1,6,1,0,8,1,20.45,10.23,2140.43,0.07,44,0.1,118.91,-520.44,0.5,1,2,6,0.18,19,25,13,14,11,0,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,37,7,4,0,0,19,0.38,0,0,12,0.63,88,11,0,46,2,37.9,41.66,65784.09,0.53,277,0.02,3654.67,2051.14,0.58,0,0,71,0.35,123,154,31,21,54,8,50,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,1,0,0,0,0,1,0.07,0,0,1,1,1,1,0,15,3,29.54,9.6,2722.13,0.09,68,0.1,151.23,567.47,1,0,0,2,0.05,24,44,10,8,21,0,15,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,3,2,0,3,4,2,0.17,2,2,1,0.5,7,1,0,12,0,44.04,7.43,2427.8,0.11,66,0.13,134.88,64.95,0.5,1,2,7,0.1,27,39,20,11,21,20,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
42,27,11,0,9,0,14,0.31,0,0,4,0.29,63,9,0,45,1,67.49,20.98,29713.51,0.47,224,0.05,1650.75,765.84,0.64,0,0,51,0.07,104,120,57,23,211,16.67,45,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,18.13,7.5,1020,0.05,34,0.13,56.67,758.96,0.33,0,0,10,0.23,9,25,6,10,13,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,46,19,0,0,82,29,1,34,2,26,0.9,96,5,0,0,0,0,0,0,0,0,0,0,362.79,0.17,24,41,69,0.16,0,0,0,0,176,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,1,0,0,1,0,1,0.25,0,0,1,1,1,1,0,4,1,23.44,4,375.06,0.03,24,0.25,20.84,1039.36,1,0,0,2,0.09,7,17,7,8,11,20,4,"FALSE","pc4","HALSTEAD_VOLUME",0.6
7,7,1,2,3,10,4,0.33,4,2,2,0.5,11,1,0,10,0,10.98,24,6324.94,0.09,60,0.04,351.39,747.76,0.25,3,5,9,0.17,24,36,7,14,24,33.33,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,3,3,1,6,4,2,0.13,2,2,2,1,7,1,0,15,0,31.34,8.8,2426.89,0.09,58,0.11,134.83,292.72,0.5,1,2,7,0.07,22,36,15,12,28,31.82,16,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,1,0,6,0,0,1,0.03,0,0,1,1,1,1,0,34,0,132.54,12.21,19761.56,0.54,293,0.08,1097.86,2387.54,1,0,0,2,0.02,116,177,38,8,43,15,40,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,15,4,3,0,0,9,0.43,0,0,7,0.78,33,4,0,18,2,18.28,23.38,9996.98,0.14,88,0.04,555.39,1342.23,0.44,0,0,26,0.2,38,50,13,16,44,14.29,21,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,11,1,0,0,0,6,1,0,0,2,0.33,21,5,0,0,2,0,0,0,0,0,0,0,-1000.28,0.83,0,0,17,0.55,0,0,0,0,11,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,5,3,2,1,8,3,0.15,4,2,1,0.33,13,1,0,18,4,30,45.18,61231.14,0.45,279,0.02,3401.73,694.04,0.33,2,4,12,0.1,128,151,17,12,31,14.29,20,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,5,2,18,1,8,3,0.13,4,2,2,0.67,12,1,0,5,1,22.16,14.38,4579.55,0.11,67,0.07,254.42,1063.96,0.33,2,4,11,0.1,23,44,12,15,30,79.17,23,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,-482.71,1,0,0,2,1,0,1,0,1,1,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,0,0,0,0,2,0.22,0,0,1,0.5,5,1,0,9,2,7.33,16,1875.31,0.04,30,0.06,104.18,-678.92,0.5,0,0,5,0.18,8,22,3,12,11,0,9,"FALSE","pc4","HALSTEAD_VOLUME",0.6
12,7,4,4,6,10,4,0.12,4,2,3,0.75,17,3,0,29,1,52.95,17.71,16602.83,0.31,175,0.06,922.38,867.73,0.75,3,5,15,0.08,50,125,24,17,53,25.64,33,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,7,0,0,6,10,4,0.31,4,2,1,0.25,10,4,1,13,1,14.41,10.5,1588.31,0.05,35,0.1,88.24,-201.06,1,3,5,8,0.15,14,21,8,12,26,31.58,13,"FALSE","pc4","HALSTEAD_VOLUME",0.6
18,9,9,0,5,16,5,0.12,8,2,4,0.8,30,1,0,41,2,46.59,20.85,20251.07,0.32,173,0.05,1125.06,1636.47,0.2,4,8,27,0.07,86,87,33,16,67,10.87,41,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,7,0,0,0,10,4,0.57,4,2,1,0.25,12,3,0,7,0,7.73,15,1740,0.04,29,0.07,96.67,497.45,0.75,3,5,10,0.4,10,19,4,12,10,0,7,"FALSE","pc4","HALSTEAD_VOLUME",0.6
27,7,6,3,26,12,4,0.07,6,2,4,1,49,1,0,53,0,63.53,40,101649.86,0.85,448,0.02,5647.21,2752.19,0.25,3,6,47,0.04,160,288,34,17,111,35.37,56,"FALSE","pc4","HALSTEAD_VOLUME",0.6
10,5,6,1,20,8,3,0.15,4,2,1,0.33,19,1,0,19,0,37.98,10.17,3931.9,0.13,78,0.1,218.44,442.45,0.33,2,4,18,0.06,37,41,20,11,52,52.5,20,"FALSE","pc4","HALSTEAD_VOLUME",0.6
35,14,12,1,3,0,13,0.3,0,0,13,1,28,1,0,43,1,42.11,17.41,12765.08,0.24,128,0.06,709.17,1493.46,0.08,0,0,17,0.16,39,89,28,25,83,8.51,44,"FALSE","pc4","HALSTEAD_VOLUME",0.6
6,5,1,1,2,8,3,0.2,4,2,2,0.67,11,1,0,14,0,12.24,14.57,2599.73,0.06,42,0.07,144.43,428.09,0.33,2,4,10,0.12,17,25,7,12,25,17.65,15,"TRUE","pc4","HALSTEAD_VOLUME",0.6
5,1,0,0,4,0,1,0.17,0,0,1,1,1,1,0,6,2,15.36,7,752.84,0.04,30,0.14,41.82,-276.79,1,0,0,2,0.06,10,20,5,7,18,40,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
7,11,1,17,7,18,6,0.26,8,2,2,0.33,19,1,0,6,1,25.52,13,4312.2,0.11,69,0.08,239.57,-293.36,0.17,5,9,15,0.15,26,43,14,14,39,80,23,"TRUE","pc4","HALSTEAD_VOLUME",0.6
1,9,3,4,0,8,6,0.18,4,2,4,0.67,19,3,0,30,1,19.74,33,21496.55,0.22,126,0.03,1194.25,-106.27,0.5,2,4,15,0.16,33,93,12,24,37,11.76,34,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,0,0,0,0,2,0.4,0,0,1,0.5,6,1,0,5,3,11.07,4.38,211.89,0.02,14,0.23,11.77,180.51,0.5,0,0,6,0.29,5,9,4,7,7,0,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
8,1,4,0,4,0,1,0.17,0,0,1,1,5,1,0,6,0,22.5,2,90,0.02,15,0.5,5,1566.98,1,0,0,6,0.05,4,11,4,4,20,40,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
8,3,0,0,8,4,2,0.4,2,2,1,0.5,5,1,0,5,0,16.18,6.43,668.57,0.03,26,0.16,37.14,-530.95,0.5,1,2,5,0.09,10,16,7,9,22,61.54,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,25,1,0,0,0,13,0.43,0,0,13,1,71,1,0,30,1,37.1,25,23185.06,0.31,189,0.04,1288.06,1394.46,0.08,0,0,60,0.37,100,89,20,10,35,0,30,"FALSE","pc4","HALSTEAD_VOLUME",0.6
5,13,4,0,0,20,7,0.37,10,2,6,0.86,29,6,0,19,0,20.98,20.4,8729.97,0.14,90,0.05,485,2559.83,0.86,5,10,24,0.23,24,66,10,17,30,0,19,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,1,0,0,0,0,1,0.13,0,0,1,1,1,1,0,8,3,20.31,16.12,5279.85,0.11,86,0.06,293.32,405.42,1,0,0,2,0.08,43,43,8,6,13,0,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,3,0,0,0,4,2,0.29,2,2,1,0.5,6,1,0,7,3,11.46,7.5,644.64,0.03,22,0.13,35.81,-178.51,0.5,1,2,6,0.14,10,12,6,9,14,0,7,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,17,4,2,0,0,9,0.45,0,0,6,0.67,37,9,1,18,0,24.69,20.15,10026.48,0.17,110,0.05,557.03,1714.08,1,0,0,30,0.32,31,79,10,13,28,10,20,"FALSE","pc4","HALSTEAD_VOLUME",0.6
6,7,4,1,12,12,4,0.13,6,2,4,1,17,1,0,31,1,30.72,15,6911.1,0.15,93,0.07,383.95,93.83,0.25,3,6,15,0.08,32,61,16,15,52,29.55,32,"FALSE","pc4","HALSTEAD_VOLUME",0.6
24,12,8,6,33,12,7,0.23,6,2,6,0.86,29,1,0,24,0,436.67,14.31,89390.87,2.08,1107,0.07,4966.16,4592.19,0.14,3,6,24,0.08,31,1076,26,24,88,61.9,30,"FALSE","pc4","HALSTEAD_VOLUME",0.6
9,11,1,5,3,20,6,0.15,10,2,1,0.17,25,1,0,35,1,28.15,27,20519.43,0.25,147,0.04,1139.97,1496.29,0.17,5,10,21,0.11,54,93,18,18,54,18.6,40,"TRUE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,445.27,1,0,0,2,1,0,2,0,2,1,0,0,"FALSE","pc4","HALSTEAD_VOLUME",0.6
20,9,3,3,8,16,5,0.19,8,2,3,0.6,23,1,0,24,0,27.87,32.5,29442.05,0.3,168,0.03,1635.67,550.11,0.2,4,8,20,0.09,65,103,21,21,57,31.43,27,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,9,3,0,0,0,5,0.5,0,0,4,0.8,21,1,0,10,0,20.29,13.36,3620.39,0.09,65,0.07,201.13,509.01,0.2,0,0,18,0.29,17,48,7,11,17,0,10,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,13,0,0,1,24,7,0.41,12,2,1,0.14,31,1,0,17,3,23.2,19,8375.9,0.15,102,0.05,465.33,552.26,0.14,6,12,26,0.28,57,45,12,8,25,5.56,17,"FALSE","pc4","HALSTEAD_VOLUME",0.6
23,5,1,5,15,8,3,0.14,4,2,3,1,11,1,0,17,0,24.34,13,4112.71,0.11,69,0.08,228.48,202.41,0.33,2,4,10,0.05,26,43,12,12,61,54.05,22,"FALSE","pc4","HALSTEAD_VOLUME",0.6
23,5,1,24,19,8,3,0.04,4,2,2,0.67,11,1,0,55,0,74.79,38.6,111439.21,0.96,483,0.03,6191.07,2768.16,0.33,2,4,10,0.02,193,290,45,18,123,43.88,79,"TRUE","pc4","HALSTEAD_VOLUME",0.6
15,7,5,8,6,12,4,0.15,6,2,2,0.5,18,1,0,19,0,31.79,15.24,7382.54,0.16,93,0.07,410.14,1607.93,0.25,3,6,16,0.08,40,53,21,16,50,42.42,27,"TRUE","pc4","HALSTEAD_VOLUME",0.6
33,16,9,12,23,16,10,0.23,6,2,8,0.8,33,5,0,32,0,43.97,20.29,18111.12,0.3,153,0.05,1006.17,-231.85,0.5,5,8,25,0.1,60,93,34,23,102,52.24,44,"FALSE","pc4","HALSTEAD_VOLUME",0.6
13,11,3,1,41,0,6,0.21,0,0,2,0.33,23,3,0,27,4,24.16,30.18,21997.42,0.24,141,0.03,1222.08,886.12,0.5,0,0,19,0.07,54,87,17,19,85,60.87,28,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,3,3,0,0,0,2,0.4,0,0,2,1,8,1,0,5,0,21,4,336,0.03,21,0.25,18.67,-939.87,0.5,0,0,8,0.25,8,13,8,8,8,0,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,3,1,0,0,0,2,0.5,0,0,2,1,6,1,0,4,1,9.51,3,85.59,0.01,9,0.33,4.75,930.1,0.5,0,0,6,0.4,3,6,3,6,5,0,4,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,7,4,0,0,0,4,0.33,0,0,3,0.75,20,3,0,12,2,19.48,11.92,2766.96,0.08,50,0.08,153.72,-268.12,0.75,0,0,18,0.29,22,28,12,13,14,0,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,4,12.85,3.5,157.4,0.01,13,0.29,8.74,1123,1,0,0,2,0.08,4,9,4,7,12,0,3,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,5,1,0,0,8,3,0.25,4,2,1,0.33,13,1,0,12,0,16.55,20.22,6769.26,0.11,74,0.05,376.07,-1062.37,0.33,2,4,12,0.19,26,48,9,14,16,0,12,"FALSE","pc4","HALSTEAD_VOLUME",0.6
1,9,0,0,0,0,5,0.56,0,0,1,0.2,14,5,1,9,3,9.08,18,2942.97,0.05,40,0.06,163.5,-508.7,1,0,0,11,0.42,15,25,5,12,12,0,9,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,3,1,2,0,4,2,0.15,2,2,1,0.5,6,1,0,11,1,28.24,7.14,1440.99,0.07,44,0.14,80.05,846.23,0.5,1,2,6,0.11,20,24,14,10,19,15.38,13,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,3,1,0,1,4,2,0.25,2,2,2,1,6,1,0,8,0,20.38,7.22,1062.83,0.05,33,0.14,59.05,-601.37,0.5,1,2,6,0.14,10,23,9,13,14,11.11,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,471.37,1,0,0,2,0.33,0,1,0,1,3,0,1,"FALSE","pc4","HALSTEAD_VOLUME",0.6
2,1,2,2,0,0,1,0.2,0,0,1,1,3,1,0,3,1,10.76,5.25,296.48,0.02,17,0.19,16.47,-859.31,1,0,0,4,0.11,7,10,4,6,9,40,5,"FALSE","pc4","HALSTEAD_VOLUME",0.6
12,23,2,13,11,40,12,0.22,18,2,2,0.17,47,3,0,41,0,60.51,22.95,31869.45,0.46,250,0.04,1770.53,1337.95,0.25,11,20,37,0.15,81,169,30,17,79,36.92,54,"TRUE","pc4","HALSTEAD_VOLUME",0.6
1,7,3,0,0,0,4,0.5,0,0,3,0.75,16,1,0,8,0,20,10.21,2087.05,0.07,49,0.1,115.95,-40.09,0.25,0,0,14,0.27,13,36,7,11,15,0,8,"FALSE","pc4","HALSTEAD_VOLUME",0.6
6,3,2,2,4,4,2,0.11,2,2,2,1,8,1,0,16,0,26.74,12.83,4403.53,0.11,73,0.08,244.64,1411.37,0.5,1,2,8,0.07,22,51,12,14,30,27.27,18,"TRUE","pc4","HALSTEAD_VOLUME",0.6
15,15,12,0,50,28,8,0.11,14,2,6,0.75,41,1,0,73,1,134.45,7.83,8234.67,0.35,182,0.13,457.48,1054.77,0.13,7,14,35,0.06,80,102,46,9,140,40.65,73,"FALSE","pc4","HALSTEAD_VOLUME",0.6
4,3,2,0,12,4,2,0.29,2,2,2,1,6,1,0,7,0,14.1,5.4,411.19,0.03,20,0.19,22.84,482.72,0.5,1,2,6,0.08,6,14,5,9,25,63.16,7,"FALSE","pc4","HALSTEAD_VOLUME",0.6
12,9,5,15,13,16,5,0.11,8,2,3,0.6,26,1,0,30,0,34.26,27,24973.53,0.31,175,0.04,1387.42,571.96,0.2,4,8,23,0.07,63,112,21,18,72,48.28,45,"TRUE","pc4","HALSTEAD_VOLUME",0.6
1,1,0,0,0,0,1,0.17,0,0,1,1,1,1,0,6,1,8.31,7.33,446.73,0.02,16,0.14,24.82,-551.9,1,0,0,2,0.13,4,12,3,11,8,0,6,"FALSE","pc4","HALSTEAD_VOLUME",0.6
3,5,0,0,0,8,3,0.33,4,2,1,0.33,10,1,0,9,3,9.51,13.75,1798.48,0.04,32,0.07,99.92,855.01,0.33,2,4,9,0.21,15,17,6,11,14,0,9,"FALSE","pc4","HALSTEAD_VOLUME",0.6
