dataset,method,noise_levels,instance_level,original_kappa_loss,train_noise_kappa_loss,kappa_loss_diff,original_accuracy,train_noise_accuracy,accuracy_diff
credit-g,C5.0,0.1,0.8,0.063,0.051,-0.012,0.977,0.982,0.005
credit-g,C5.0,0.1,0.9,0.069,0.053,-0.016,0.975,0.981,0.006
credit-g,C5.0,0.1,1,0.069,0.056,-0.013,0.975,0.98,0.005
credit-g,C5.0,0.2,0.1,0.011,0.012,0.001,0.996,0.996,0
credit-g,C5.0,0.2,0.2,0.028,0.015,-0.013,0.99,0.995,0.005
credit-g,C5.0,0.2,0.25,0.033,0.02,-0.013,0.988,0.993,0.005
credit-g,C5.0,0.2,0.3,0.036,0.029,-0.007,0.987,0.99,0.003
credit-g,C5.0,0.2,0.4,0.053,0.041,-0.012,0.981,0.986,0.005
credit-g,C5.0,0.2,0.5,0.058,0.053,-0.005,0.979,0.982,0.003
credit-g,C5.0,0.2,0.6,0.077,0.063,-0.014,0.972,0.979,0.007
credit-g,C5.0,0.2,0.7,0.091,0.078,-0.013,0.967,0.974,0.007
credit-g,C5.0,0.2,0.75,0.099,0.084,-0.015,0.964,0.972,0.008
credit-g,C5.0,0.2,0.8,0.105,0.084,-0.021,0.962,0.972,0.01
credit-g,C5.0,0.2,0.9,0.107,0.099,-0.008,0.961,0.967,0.006
credit-g,C5.0,0.2,1,0.121,0.108,-0.013,0.956,0.964,0.008
credit-g,C5.0,0.3,0.1,0.011,0.02,0.009,0.996,0.993,-0.003
credit-g,C5.0,0.3,0.2,0.03,0.035,0.005,0.989,0.988,-0.001
credit-g,C5.0,0.3,0.25,0.036,0.038,0.002,0.987,0.987,0
credit-g,C5.0,0.3,0.3,0.044,0.041,-0.003,0.984,0.986,0.002
credit-g,C5.0,0.3,0.4,0.058,0.049,-0.009,0.979,0.983,0.004
credit-g,C5.0,0.3,0.5,0.064,0.054,-0.01,0.977,0.981,0.004
credit-g,C5.0,0.3,0.6,0.081,0.069,-0.012,0.971,0.976,0.005
credit-g,C5.0,0.3,0.7,0.095,0.078,-0.017,0.966,0.973,0.007
credit-g,C5.0,0.3,0.75,0.1,0.084,-0.016,0.964,0.971,0.007
credit-g,C5.0,0.3,0.8,0.105,0.09,-0.015,0.962,0.969,0.007
credit-g,C5.0,0.3,0.9,0.121,0.115,-0.006,0.956,0.96,0.004
credit-g,C5.0,0.3,1,0.154,0.127,-0.027,0.944,0.956,0.012
credit-g,JRip,0.1,0.1,0.011,0.008,-0.003,0.997,0.998,0.001
credit-g,JRip,0.1,0.2,0.011,0.023,0.012,0.997,0.994,-0.003
credit-g,JRip,0.1,0.25,0.015,0.026,0.011,0.996,0.993,-0.003
credit-g,JRip,0.1,0.3,0.015,0.028,0.013,0.996,0.992,-0.004
credit-g,JRip,0.1,0.4,0.018,0.043,0.025,0.995,0.988,-0.007
credit-g,JRip,0.1,0.5,0.026,0.063,0.037,0.993,0.984,-0.009
credit-g,JRip,0.1,0.6,0.026,0.07,0.044,0.993,0.982,-0.011
credit-g,JRip,0.1,0.7,0.03,0.07,0.04,0.992,0.982,-0.01
credit-g,JRip,0.1,0.75,0.034,0.07,0.036,0.991,0.982,-0.009
credit-g,JRip,0.1,0.8,0.034,0.075,0.041,0.991,0.98,-0.011
credit-g,JRip,0.1,0.9,0.042,0.077,0.035,0.989,0.979,-0.01
credit-g,JRip,0.1,1,0.058,0.08,0.022,0.985,0.978,-0.007
credit-g,JRip,0.2,0.1,0.015,0.01,-0.005,0.996,0.996,0
credit-g,JRip,0.2,0.2,0.015,0.029,0.014,0.996,0.99,-0.006
credit-g,JRip,0.2,0.25,0.018,0.029,0.011,0.995,0.99,-0.005
credit-g,JRip,0.2,0.3,0.022,0.029,0.007,0.994,0.99,-0.004
credit-g,JRip,0.2,0.4,0.03,0.037,0.007,0.992,0.987,-0.005
credit-g,JRip,0.2,0.5,0.034,0.048,0.014,0.991,0.983,-0.008
credit-g,JRip,0.2,0.6,0.044,0.053,0.009,0.988,0.981,-0.007
credit-g,JRip,0.2,0.7,0.053,0.056,0.003,0.986,0.98,-0.006
credit-g,JRip,0.2,0.75,0.056,0.056,0,0.985,0.98,-0.005
credit-g,JRip,0.2,0.8,0.06,0.059,-0.001,0.984,0.979,-0.005
credit-g,JRip,0.2,0.9,0.072,0.069,-0.003,0.981,0.976,-0.005
credit-g,JRip,0.2,1,0.083,0.086,0.003,0.978,0.971,-0.007
credit-g,JRip,0.3,0.1,0.011,0.02,0.009,0.997,0.994,-0.003
credit-g,JRip,0.3,0.2,0.018,0.036,0.018,0.995,0.988,-0.007
credit-g,JRip,0.3,0.25,0.029,0.041,0.012,0.992,0.986,-0.006
credit-g,JRip,0.3,0.3,0.029,0.054,0.025,0.992,0.981,-0.011
credit-g,JRip,0.3,0.4,0.04,0.072,0.032,0.989,0.974,-0.015
credit-g,JRip,0.3,0.5,0.044,0.095,0.051,0.988,0.967,-0.021
credit-g,JRip,0.3,0.6,0.048,0.11,0.062,0.987,0.961,-0.026
credit-g,JRip,0.3,0.7,0.067,0.12,0.053,0.982,0.957,-0.025
credit-g,JRip,0.3,0.75,0.067,0.125,0.058,0.982,0.955,-0.027
credit-g,JRip,0.3,0.8,0.067,0.13,0.063,0.982,0.953,-0.029
credit-g,JRip,0.3,0.9,0.071,0.158,0.087,0.981,0.947,-0.034
credit-g,JRip,0.3,1,0.083,0.169,0.086,0.978,0.943,-0.035
credit-g,PART,0.1,0.1,0.005,0.005,0,0.998,0.998,0
credit-g,PART,0.1,0.2,0.013,0.013,0,0.995,0.995,0
credit-g,PART,0.1,0.25,0.013,0.017,0.004,0.995,0.993,-0.002
credit-g,PART,0.1,0.3,0.013,0.022,0.009,0.995,0.991,-0.004
credit-g,PART,0.1,0.4,0.02,0.03,0.01,0.992,0.988,-0.004
credit-g,PART,0.1,0.5,0.025,0.035,0.01,0.99,0.986,-0.004
credit-g,PART,0.1,0.6,0.03,0.037,0.007,0.988,0.985,-0.003
credit-g,PART,0.1,0.7,0.041,0.04,-0.001,0.984,0.984,0
credit-g,PART,0.1,0.75,0.041,0.044,0.003,0.984,0.982,-0.002
credit-g,PART,0.1,0.8,0.044,0.047,0.003,0.983,0.981,-0.002
credit-g,PART,0.1,0.9,0.044,0.054,0.01,0.983,0.978,-0.005
credit-g,PART,0.1,1,0.051,0.059,0.008,0.98,0.976,-0.004
credit-g,PART,0.2,0.1,0.01,0.007,-0.003,0.996,0.997,0.001
credit-g,PART,0.2,0.2,0.023,0.021,-0.002,0.991,0.991,0
credit-g,PART,0.2,0.25,0.033,0.026,-0.007,0.987,0.989,0.002
credit-g,PART,0.2,0.3,0.038,0.031,-0.007,0.985,0.987,0.002
credit-g,PART,0.2,0.4,0.045,0.039,-0.006,0.982,0.984,0.002
credit-g,PART,0.2,0.5,0.058,0.046,-0.012,0.977,0.981,0.004
credit-g,PART,0.2,0.6,0.066,0.05,-0.016,0.974,0.979,0.005
credit-g,PART,0.2,0.7,0.083,0.065,-0.018,0.968,0.973,0.005
credit-g,PART,0.2,0.75,0.085,0.065,-0.02,0.967,0.973,0.006
credit-g,PART,0.2,0.8,0.087,0.072,-0.015,0.966,0.97,0.004
credit-g,PART,0.2,0.9,0.095,0.077,-0.018,0.963,0.968,0.005
credit-g,PART,0.2,1,0.102,0.081,-0.021,0.96,0.966,0.006
credit-g,PART,0.3,0.1,0.005,0.007,0.002,0.998,0.997,-0.001
credit-g,PART,0.3,0.2,0.018,0.019,0.001,0.993,0.992,-0.001
credit-g,PART,0.3,0.25,0.024,0.024,0,0.991,0.99,-0.001
credit-g,PART,0.3,0.3,0.034,0.026,-0.008,0.987,0.989,0.002
credit-g,PART,0.3,0.4,0.057,0.031,-0.026,0.978,0.987,0.009
credit-g,PART,0.3,0.5,0.067,0.055,-0.012,0.974,0.977,0.003
credit-g,PART,0.3,0.6,0.074,0.063,-0.011,0.971,0.974,0.003
credit-g,PART,0.3,0.7,0.085,0.077,-0.008,0.967,0.968,0.001
credit-g,PART,0.3,0.75,0.09,0.08,-0.01,0.965,0.967,0.002
credit-g,PART,0.3,0.8,0.104,0.082,-0.022,0.959,0.966,0.007
credit-g,PART,0.3,0.9,0.115,0.087,-0.028,0.955,0.964,0.009
credit-g,PART,0.3,1,0.128,0.096,-0.032,0.95,0.96,0.01
credit-g,bayesglm,0.1,0.1,0.009,0,-0.009,0.997,1,0.003
credit-g,bayesglm,0.1,0.2,0.011,0.005,-0.006,0.996,0.998,0.002
credit-g,bayesglm,0.1,0.25,0.014,0.005,-0.009,0.995,0.998,0.003
credit-g,bayesglm,0.1,0.3,0.024,0.005,-0.019,0.991,0.998,0.007
credit-g,bayesglm,0.1,0.4,0.032,0.008,-0.024,0.988,0.997,0.009
credit-g,bayesglm,0.1,0.5,0.035,0.011,-0.024,0.987,0.996,0.009
credit-g,bayesglm,0.1,0.6,0.04,0.016,-0.024,0.985,0.994,0.009
credit-g,bayesglm,0.1,0.7,0.043,0.022,-0.021,0.984,0.992,0.008
credit-g,bayesglm,0.1,0.75,0.043,0.022,-0.021,0.984,0.992,0.008
credit-g,bayesglm,0.1,0.8,0.043,0.024,-0.019,0.984,0.991,0.007
credit-g,bayesglm,0.1,0.9,0.046,0.027,-0.019,0.983,0.99,0.007
credit-g,bayesglm,0.1,1,0.054,0.038,-0.016,0.98,0.986,0.006
credit-g,bayesglm,0.2,0.1,0.011,0.012,0.001,0.996,0.996,0
credit-g,bayesglm,0.2,0.2,0.019,0.02,0.001,0.993,0.993,0
credit-g,bayesglm,0.2,0.25,0.022,0.022,0,0.992,0.992,0
credit-g,bayesglm,0.2,0.3,0.025,0.025,0,0.991,0.991,0
credit-g,bayesglm,0.2,0.4,0.025,0.042,0.017,0.991,0.985,-0.006
credit-g,bayesglm,0.2,0.5,0.033,0.045,0.012,0.988,0.984,-0.004
credit-g,bayesglm,0.2,0.6,0.039,0.048,0.009,0.986,0.983,-0.003
credit-g,bayesglm,0.2,0.7,0.05,0.059,0.009,0.982,0.979,-0.003
credit-g,bayesglm,0.2,0.75,0.056,0.063,0.007,0.98,0.978,-0.002
credit-g,bayesglm,0.2,0.8,0.061,0.071,0.01,0.978,0.975,-0.003
credit-g,bayesglm,0.2,0.9,0.078,0.082,0.004,0.972,0.971,-0.001
credit-g,bayesglm,0.2,1,0.09,0.085,-0.005,0.968,0.97,0.002
credit-g,bayesglm,0.3,0.1,0.009,0.006,-0.003,0.997,0.998,0.001
credit-g,bayesglm,0.3,0.2,0.019,0.011,-0.008,0.993,0.996,0.003
credit-g,bayesglm,0.3,0.25,0.024,0.014,-0.01,0.991,0.995,0.004
credit-g,bayesglm,0.3,0.3,0.03,0.02,-0.01,0.989,0.993,0.004
credit-g,bayesglm,0.3,0.4,0.044,0.03,-0.014,0.984,0.989,0.005
credit-g,bayesglm,0.3,0.5,0.046,0.049,0.003,0.983,0.982,-0.001
credit-g,bayesglm,0.3,0.6,0.055,0.055,0,0.98,0.98,0
credit-g,bayesglm,0.3,0.7,0.062,0.058,-0.004,0.977,0.979,0.002
credit-g,bayesglm,0.3,0.75,0.068,0.066,-0.002,0.975,0.976,0.001
credit-g,bayesglm,0.3,0.8,0.073,0.077,0.004,0.973,0.972,-0.001
credit-g,bayesglm,0.3,0.9,0.087,0.082,-0.005,0.968,0.97,0.002
credit-g,bayesglm,0.3,1,0.107,0.085,-0.022,0.961,0.969,0.008
credit-g,ctree,0.1,0.1,0.003,0.01,0.007,0.999,0.996,-0.003
credit-g,ctree,0.1,0.2,0.005,0.018,0.013,0.998,0.993,-0.005
credit-g,ctree,0.1,0.25,0.007,0.023,0.016,0.997,0.991,-0.006
credit-g,ctree,0.1,0.3,0.007,0.023,0.016,0.997,0.991,-0.006
credit-g,ctree,0.1,0.4,0.015,0.026,0.011,0.994,0.99,-0.004
credit-g,ctree,0.1,0.5,0.015,0.029,0.014,0.994,0.989,-0.005
credit-g,ctree,0.1,0.6,0.02,0.042,0.022,0.992,0.987,-0.005
credit-g,ctree,0.1,0.7,0.023,0.05,0.027,0.991,0.984,-0.007
credit-g,ctree,0.1,0.75,0.023,0.053,0.03,0.991,0.983,-0.008
credit-g,ctree,0.1,0.8,0.041,0.053,0.012,0.987,0.983,-0.004
credit-g,ctree,0.1,0.9,0.059,0.069,0.01,0.984,0.981,-0.003
credit-g,ctree,0.1,1,0.069,0.074,0.005,0.98,0.979,-0.001
credit-g,ctree,0.2,0.1,0.002,0.003,0.001,0.999,0.999,0
credit-g,ctree,0.2,0.2,0.015,0.016,0.001,0.994,0.994,0
credit-g,ctree,0.2,0.25,0.017,0.019,0.002,0.993,0.993,0
credit-g,ctree,0.2,0.3,0.025,0.024,-0.001,0.99,0.991,0.001
credit-g,ctree,0.2,0.4,0.04,0.029,-0.011,0.984,0.989,0.005
credit-g,ctree,0.2,0.5,0.057,0.034,-0.023,0.977,0.987,0.01
credit-g,ctree,0.2,0.6,0.062,0.034,-0.028,0.975,0.987,0.012
credit-g,ctree,0.2,0.7,0.073,0.044,-0.029,0.971,0.984,0.013
credit-g,ctree,0.2,0.75,0.08,0.044,-0.036,0.968,0.984,0.016
credit-g,ctree,0.2,0.8,0.085,0.044,-0.041,0.966,0.984,0.018
credit-g,ctree,0.2,0.9,0.095,0.067,-0.028,0.962,0.977,0.015
credit-g,ctree,0.2,1,0.105,0.07,-0.035,0.958,0.976,0.018
credit-g,ctree,0.3,0.1,0.003,0.013,0.01,0.999,0.994,-0.005
credit-g,ctree,0.3,0.2,0.01,0.017,0.007,0.996,0.992,-0.004
credit-g,ctree,0.3,0.25,0.015,0.024,0.009,0.994,0.989,-0.005
credit-g,ctree,0.3,0.3,0.025,0.029,0.004,0.99,0.987,-0.003
credit-g,ctree,0.3,0.4,0.032,0.034,0.002,0.987,0.985,-0.002
credit-g,ctree,0.3,0.5,0.043,0.041,-0.002,0.983,0.982,-0.001
credit-g,ctree,0.3,0.6,0.055,0.061,0.006,0.978,0.976,-0.002
credit-g,ctree,0.3,0.7,0.073,0.085,0.012,0.971,0.965,-0.006
credit-g,ctree,0.3,0.75,0.078,0.092,0.014,0.969,0.962,-0.007
credit-g,ctree,0.3,0.8,0.083,0.098,0.015,0.967,0.959,-0.008
credit-g,ctree,0.3,0.9,0.096,0.105,0.009,0.962,0.956,-0.006
credit-g,ctree,0.3,1,0.111,0.118,0.007,0.956,0.953,-0.003
credit-g,fda,0.1,0.1,0.003,0.012,0.009,0.999,0.996,-0.003
credit-g,fda,0.1,0.2,0.008,0.022,0.014,0.997,0.993,-0.004
credit-g,fda,0.1,0.25,0.014,0.022,0.008,0.995,0.993,-0.002
credit-g,fda,0.1,0.3,0.014,0.022,0.008,0.995,0.993,-0.002
credit-g,fda,0.1,0.4,0.023,0.027,0.004,0.992,0.991,-0.001
credit-g,fda,0.1,0.5,0.023,0.03,0.007,0.992,0.99,-0.002
credit-g,fda,0.1,0.6,0.025,0.033,0.008,0.991,0.989,-0.002
credit-g,fda,0.1,0.7,0.028,0.033,0.005,0.99,0.989,-0.001
credit-g,fda,0.1,0.75,0.031,0.033,0.002,0.989,0.989,0
credit-g,fda,0.1,0.8,0.037,0.036,-0.001,0.987,0.988,0.001
credit-g,fda,0.1,0.9,0.042,0.045,0.003,0.985,0.985,0
credit-g,fda,0.1,1,0.051,0.045,-0.006,0.982,0.985,0.003
credit-g,fda,0.2,0.1,0.014,0.009,-0.005,0.995,0.997,0.002
credit-g,fda,0.2,0.2,0.028,0.023,-0.005,0.99,0.992,0.002
credit-g,fda,0.2,0.25,0.031,0.034,0.003,0.989,0.988,-0.001
credit-g,fda,0.2,0.3,0.031,0.04,0.009,0.989,0.986,-0.003
credit-g,fda,0.2,0.4,0.043,0.06,0.017,0.985,0.979,-0.006
credit-g,fda,0.2,0.5,0.055,0.069,0.014,0.981,0.976,-0.005
credit-g,fda,0.2,0.6,0.072,0.078,0.006,0.975,0.973,-0.002
credit-g,fda,0.2,0.7,0.086,0.086,0,0.97,0.97,0
credit-g,fda,0.2,0.75,0.1,0.086,-0.014,0.965,0.97,0.005
credit-g,fda,0.2,0.8,0.112,0.092,-0.02,0.961,0.968,0.007
credit-g,fda,0.2,0.9,0.12,0.106,-0.014,0.958,0.963,0.005
credit-g,fda,0.2,1,0.131,0.112,-0.019,0.954,0.961,0.007
credit-g,fda,0.3,0.1,0.02,0.015,-0.005,0.993,0.995,0.002
credit-g,fda,0.3,0.2,0.025,0.027,0.002,0.991,0.991,0
credit-g,fda,0.3,0.25,0.028,0.039,0.011,0.99,0.987,-0.003
credit-g,fda,0.3,0.3,0.033,0.046,0.013,0.988,0.985,-0.003
credit-g,fda,0.3,0.4,0.036,0.059,0.023,0.987,0.981,-0.006
credit-g,fda,0.3,0.5,0.042,0.067,0.025,0.985,0.978,-0.007
credit-g,fda,0.3,0.6,0.056,0.07,0.014,0.98,0.977,-0.003
credit-g,fda,0.3,0.7,0.07,0.079,0.009,0.975,0.974,-0.001
credit-g,fda,0.3,0.75,0.076,0.083,0.007,0.973,0.973,0
credit-g,fda,0.3,0.8,0.081,0.085,0.004,0.971,0.972,0.001
credit-g,fda,0.3,0.9,0.09,0.092,0.002,0.968,0.97,0.002
credit-g,fda,0.3,1,0.105,0.092,-0.013,0.963,0.97,0.007
credit-g,gbm,0.1,0.1,0.008,0.01,0.002,0.997,0.997,0
credit-g,gbm,0.1,0.2,0.011,0.013,0.002,0.996,0.996,0
credit-g,gbm,0.1,0.25,0.014,0.016,0.002,0.995,0.995,0
credit-g,gbm,0.1,0.3,0.014,0.016,0.002,0.995,0.995,0
credit-g,gbm,0.1,0.4,0.017,0.019,0.002,0.994,0.994,0
credit-g,gbm,0.1,0.5,0.02,0.027,0.007,0.993,0.991,-0.002
credit-g,gbm,0.1,0.6,0.023,0.027,0.004,0.992,0.991,-0.001
credit-g,gbm,0.1,0.7,0.025,0.031,0.006,0.991,0.99,-0.001
credit-g,gbm,0.1,0.75,0.031,0.031,0,0.989,0.99,0.001
credit-g,gbm,0.1,0.8,0.036,0.031,-0.005,0.987,0.99,0.003
credit-g,gbm,0.1,0.9,0.045,0.031,-0.014,0.984,0.99,0.006
credit-g,gbm,0.1,1,0.05,0.036,-0.014,0.982,0.988,0.006
credit-g,gbm,0.2,0.1,0.009,0.005,-0.004,0.997,0.998,0.001
credit-g,gbm,0.2,0.2,0.02,0.005,-0.015,0.993,0.998,0.005
credit-g,gbm,0.2,0.25,0.023,0.005,-0.018,0.992,0.998,0.006
credit-g,gbm,0.2,0.3,0.029,0.005,-0.024,0.99,0.998,0.008
credit-g,gbm,0.2,0.4,0.034,0.011,-0.023,0.988,0.996,0.008
credit-g,gbm,0.2,0.5,0.037,0.026,-0.011,0.987,0.991,0.004
credit-g,gbm,0.2,0.6,0.057,0.029,-0.028,0.98,0.99,0.01
credit-g,gbm,0.2,0.7,0.066,0.035,-0.031,0.977,0.988,0.011
credit-g,gbm,0.2,0.75,0.072,0.035,-0.037,0.975,0.988,0.013
credit-g,gbm,0.2,0.8,0.078,0.038,-0.04,0.973,0.987,0.014
credit-g,gbm,0.2,0.9,0.086,0.05,-0.036,0.97,0.983,0.013
credit-g,gbm,0.2,1,0.088,0.059,-0.029,0.969,0.98,0.011
credit-g,gbm,0.3,0.1,0.003,0.009,0.006,0.999,0.997,-0.002
credit-g,gbm,0.3,0.2,0.017,0.016,-0.001,0.994,0.995,0.001
credit-g,gbm,0.3,0.25,0.02,0.022,0.002,0.993,0.993,0
credit-g,gbm,0.3,0.3,0.023,0.022,-0.001,0.992,0.993,0.001
credit-g,gbm,0.3,0.4,0.032,0.028,-0.004,0.989,0.991,0.002
credit-g,gbm,0.3,0.5,0.043,0.037,-0.006,0.985,0.988,0.003
credit-g,gbm,0.3,0.6,0.061,0.041,-0.02,0.979,0.987,0.008
credit-g,gbm,0.3,0.7,0.075,0.048,-0.027,0.974,0.985,0.011
credit-g,gbm,0.3,0.75,0.075,0.048,-0.027,0.974,0.985,0.011
credit-g,gbm,0.3,0.8,0.078,0.051,-0.027,0.973,0.984,0.011
credit-g,gbm,0.3,0.9,0.086,0.061,-0.025,0.97,0.981,0.011
credit-g,gbm,0.3,1,0.095,0.068,-0.027,0.967,0.979,0.012
credit-g,gcvEarth,0.1,0.1,0.011,0.009,-0.002,0.996,0.997,0.001
credit-g,gcvEarth,0.1,0.2,0.019,0.011,-0.008,0.993,0.996,0.003
credit-g,gcvEarth,0.1,0.25,0.022,0.014,-0.008,0.992,0.995,0.003
credit-g,gcvEarth,0.1,0.3,0.022,0.017,-0.005,0.992,0.994,0.002
credit-g,gcvEarth,0.1,0.4,0.028,0.026,-0.002,0.99,0.991,0.001
credit-g,gcvEarth,0.1,0.5,0.028,0.032,0.004,0.99,0.989,-0.001
credit-g,gcvEarth,0.1,0.6,0.031,0.032,0.001,0.989,0.989,0
credit-g,gcvEarth,0.1,0.7,0.034,0.035,0.001,0.988,0.988,0
credit-g,gcvEarth,0.1,0.75,0.034,0.038,0.004,0.988,0.987,-0.001
credit-g,gcvEarth,0.1,0.8,0.034,0.038,0.004,0.988,0.987,-0.001
credit-g,gcvEarth,0.1,0.9,0.042,0.044,0.002,0.985,0.985,0
credit-g,gcvEarth,0.1,1,0.048,0.05,0.002,0.983,0.983,0
credit-g,gcvEarth,0.2,0.1,0.006,0.019,0.013,0.998,0.993,-0.005
credit-g,gcvEarth,0.2,0.2,0.014,0.03,0.016,0.995,0.989,-0.006
credit-g,gcvEarth,0.2,0.25,0.026,0.038,0.012,0.991,0.986,-0.005
credit-g,gcvEarth,0.2,0.3,0.038,0.041,0.003,0.987,0.985,-0.002
credit-g,gcvEarth,0.2,0.4,0.058,0.049,-0.009,0.98,0.982,0.002
credit-g,gcvEarth,0.2,0.5,0.068,0.063,-0.005,0.976,0.977,0.001
credit-g,gcvEarth,0.2,0.6,0.078,0.077,-0.001,0.973,0.972,-0.001
credit-g,gcvEarth,0.2,0.7,0.087,0.08,-0.007,0.97,0.971,0.001
credit-g,gcvEarth,0.2,0.75,0.089,0.082,-0.007,0.969,0.97,0.001
credit-g,gcvEarth,0.2,0.8,0.092,0.091,-0.001,0.968,0.967,-0.001
credit-g,gcvEarth,0.2,0.9,0.098,0.099,0.001,0.966,0.964,-0.002
credit-g,gcvEarth,0.2,1,0.101,0.107,0.006,0.965,0.961,-0.004
credit-g,gcvEarth,0.3,0.1,0.011,0.012,0.001,0.996,0.996,0
credit-g,gcvEarth,0.3,0.2,0.031,0.023,-0.008,0.989,0.992,0.003
credit-g,gcvEarth,0.3,0.25,0.036,0.026,-0.01,0.987,0.991,0.004
credit-g,gcvEarth,0.3,0.3,0.048,0.029,-0.019,0.983,0.99,0.007
credit-g,gcvEarth,0.3,0.4,0.06,0.032,-0.028,0.979,0.989,0.01
credit-g,gcvEarth,0.3,0.5,0.065,0.043,-0.022,0.977,0.985,0.008
credit-g,gcvEarth,0.3,0.6,0.071,0.053,-0.018,0.975,0.982,0.007
credit-g,gcvEarth,0.3,0.7,0.082,0.07,-0.012,0.971,0.976,0.005
credit-g,gcvEarth,0.3,0.75,0.09,0.076,-0.014,0.968,0.974,0.006
credit-g,gcvEarth,0.3,0.8,0.093,0.085,-0.008,0.967,0.971,0.004
credit-g,gcvEarth,0.3,0.9,0.1,0.099,-0.001,0.965,0.966,0.001
credit-g,gcvEarth,0.3,1,0.108,0.116,0.008,0.962,0.96,-0.002
credit-g,knn,0.1,0.1,0.006,0.003,-0.003,0.998,0.999,0.001
credit-g,knn,0.1,0.2,0.006,0.003,-0.003,0.998,0.999,0.001
credit-g,knn,0.1,0.25,0.006,0.006,0,0.998,0.998,0
credit-g,knn,0.1,0.3,0.006,0.006,0,0.998,0.998,0
credit-g,knn,0.1,0.4,0.006,0.01,0.004,0.998,0.997,-0.001
credit-g,knn,0.1,0.5,0.006,0.01,0.004,0.998,0.997,-0.001
credit-g,knn,0.1,0.6,0.009,0.01,0.001,0.997,0.997,0
credit-g,knn,0.1,0.7,0.009,0.01,0.001,0.997,0.997,0
credit-g,knn,0.1,0.75,0.012,0.014,0.002,0.996,0.996,0
credit-g,knn,0.1,0.8,0.012,0.014,0.002,0.996,0.996,0
credit-g,knn,0.1,0.9,0.018,0.02,0.002,0.994,0.994,0
credit-g,knn,0.1,1,0.021,0.02,-0.001,0.993,0.994,0.001
credit-g,knn,0.2,0.1,0.003,0.006,0.003,0.999,0.998,-0.001
credit-g,knn,0.2,0.2,0.003,0.009,0.006,0.999,0.997,-0.002
credit-g,knn,0.2,0.25,0.003,0.012,0.009,0.999,0.996,-0.003
credit-g,knn,0.2,0.3,0.003,0.015,0.012,0.999,0.995,-0.004
credit-g,knn,0.2,0.4,0.013,0.018,0.005,0.996,0.994,-0.002
credit-g,knn,0.2,0.5,0.016,0.021,0.005,0.995,0.993,-0.002
credit-g,knn,0.2,0.6,0.025,0.028,0.003,0.992,0.991,-0.001
credit-g,knn,0.2,0.7,0.035,0.034,-0.001,0.989,0.989,0
credit-g,knn,0.2,0.75,0.042,0.038,-0.004,0.987,0.988,0.001
credit-g,knn,0.2,0.8,0.042,0.038,-0.004,0.987,0.988,0.001
credit-g,knn,0.2,0.9,0.048,0.038,-0.01,0.985,0.988,0.003
credit-g,knn,0.2,1,0.057,0.038,-0.019,0.982,0.988,0.006
credit-g,knn,0.3,0.1,0,0.016,0.016,1,0.995,-0.005
credit-g,knn,0.3,0.2,0,0.019,0.019,1,0.994,-0.006
credit-g,knn,0.3,0.25,0.003,0.019,0.016,0.999,0.994,-0.005
credit-g,knn,0.3,0.3,0.007,0.019,0.012,0.998,0.994,-0.004
credit-g,knn,0.3,0.4,0.017,0.032,0.015,0.995,0.99,-0.005
credit-g,knn,0.3,0.5,0.017,0.039,0.022,0.995,0.988,-0.007
credit-g,knn,0.3,0.6,0.029,0.045,0.016,0.991,0.986,-0.005
credit-g,knn,0.3,0.7,0.039,0.049,0.01,0.988,0.985,-0.003
credit-g,knn,0.3,0.75,0.046,0.056,0.01,0.986,0.983,-0.003
credit-g,knn,0.3,0.8,0.046,0.056,0.01,0.986,0.983,-0.003
credit-g,knn,0.3,0.9,0.053,0.065,0.012,0.984,0.98,-0.004
credit-g,knn,0.3,1,0.062,0.068,0.006,0.981,0.979,-0.002
credit-g,lvq,0.1,0.1,0,0,0,1,1,0
credit-g,lvq,0.1,0.2,0,0,0,1,1,0
credit-g,lvq,0.1,0.25,0,0,0,1,1,0
credit-g,lvq,0.1,0.3,0,0,0,1,1,0
credit-g,lvq,0.1,0.4,0,0,0,1,1,0
credit-g,lvq,0.1,0.5,0,0,0,1,1,0
credit-g,lvq,0.1,0.6,0,0,0,1,1,0
credit-g,lvq,0.1,0.7,0,0,0,1,1,0
credit-g,lvq,0.1,0.75,0,0,0,1,1,0
credit-g,lvq,0.1,0.8,0,0,0,1,1,0
credit-g,lvq,0.1,0.9,0,0,0,1,1,0
credit-g,lvq,0.1,1,0,0,0,1,1,0
credit-g,lvq,0.2,0.1,0,0,0,1,1,0
credit-g,lvq,0.2,0.2,0,0,0,1,1,0
credit-g,lvq,0.2,0.25,0,0,0,1,1,0
credit-g,lvq,0.2,0.3,0,0,0,1,1,0
credit-g,lvq,0.2,0.4,0,0,0,1,1,0
credit-g,lvq,0.2,0.5,0,0,0,1,1,0
credit-g,lvq,0.2,0.6,0,0,0,1,1,0
credit-g,lvq,0.2,0.7,0,0,0,1,1,0
credit-g,lvq,0.2,0.75,0,0.004,0.004,1,0.999,-0.001
credit-g,lvq,0.2,0.8,0,0.004,0.004,1,0.999,-0.001
credit-g,lvq,0.2,0.9,0,0.004,0.004,1,0.999,-0.001
credit-g,lvq,0.2,1,0,0.004,0.004,1,0.999,-0.001
credit-g,lvq,0.3,0.1,0,0,0,1,1,0
credit-g,lvq,0.3,0.2,0,0,0,1,1,0
